Sentences,class
දර කඩන්නට මැහැල්ල ගියාය.,incorrect
පැටවුන්ට අහාර කෙවිලිය කැව්වාය.,incorrect
පැදුරක් ගම හාමිනේ විව්වාය.,incorrect
අපට කවියක් ගුරුතුමිය කීවාය.,incorrect
කවදාවත් බොරු නංගි නොකිව්වාය.,incorrect
අතීතයේ රාම නම් කුමාරයෙක් සිටියේය.,incorrect
තම පුතු මව නළවයි.,incorrect
බඩගින්නෙන් ළදරුවා හඩයි.,incorrect
නපුරු සතෙකි වලහා.,incorrect
සුළගට පහන නිවී ගියේය.,incorrect
පොතක් ළමයා කියවයි.,incorrect
මල් ළමයා නෙළයි.,incorrect
වැස්සට පෙර මොණරා නටයි.,incorrect
කැද මහල්ලා ඉල්ලයි.,incorrect
එළවළු ගොවියා වවති.,incorrect
රථය වේගයෙන් රියදුරා පැදවීය.,incorrect
හිගන්නට සතයක් මම දුන්නෙමි.,incorrect
රබානක් කුඩා දරුවා ගසයි.,incorrect
රෙදි අම්මා සෝදයි.,incorrect
හාවෝ බල්ලෝ අල්ලති.,incorrect
මට තෑග්ගක් හෙතෙම දුන්නේය.,incorrect
සැමට යහපත් අය උපකාර කරති.,incorrect
ගුරුවරු ඔවුන්ට දඩුවම් කරති.,incorrect
දරුවන්ට දෙමාපියෝ අවවාද දෙති.,incorrect
ලියුම්වලට අපි පිළිතුරු යවමු.,incorrect
ගුරුවරයාට ඔහු ආචාර කළේය.,incorrect
උණු පැන් මහලු මිනිස්සු බොති.,incorrect
සිල් තවුසා රකියි.,incorrect
ගසට කුකුලා නගියි.,incorrect
සියසුනෙහි රජතුමා හිදියි.,incorrect
නුග ගස කඩා වැටුණේය.,incorrect
ඉතා දැඩිව බෙර හඬ විය.,incorrect
මිදුල ලස්සනට අම්මා අතුගායි.,incorrect
නගරයේ මධ්‍යයෙහි උද්‍යානයක් තිබුණේය.,incorrect
රාජ්‍යයෙහි තොරතුරු රජතුමා විචාළේය.,incorrect
දුන්නෙන් සතුන් වැද්දා මරයි.,incorrect
පොරොවෙන් ගස් මිනිස්සු කපති.,incorrect
කුල්ලෙන් වී ගෑනු පොළති.,incorrect
පථයේ වේගයෙන් අශ්වයා දුවයි.,incorrect
බල්ලාගේ කරෙහි පටියක් තිබේ.,incorrect
ඊයේ මට ලියුමක් ලැබුණේය.,incorrect
මුහුදෙහි නැවක් ගමන් කරයි.,incorrect
ගසට යටවී ගෙය කැඩී ගියේය.,incorrect
තණකොළ සිංහයෝ නොකති.,incorrect
බියෙන් සතුරා පලා ගියේය.,incorrect
තුඹසට නාගයා ගියේය.,incorrect
ගසේ ගෙඩි අලි කඩති.,incorrect
ගඟේ ළමයි ක්‍රීඩා කළහ.,incorrect
ගොනුන් මිනිස්සු නාවති.,incorrect
අපට විහිළුවක් සියා කළේය.,incorrect
වදුරන්ගේ ගස කඩා වැටුණේය.,incorrect
විලේ මල් ළමයි කැඩුහ.,incorrect
තවුසන් බලන්නට අපි ගියෙමු.,incorrect
උදැසනම පන්සලට උපාසකයා ගියේය.,incorrect
කන්නයේදී කුඹුරු ගොවීහු වැපුරුහ.,incorrect
අඹ ලේනා කඩා කති.,incorrect
සතුන් මරා වැද්දෝ ජීවත්වෙති.,incorrect
ආහාර පැටවුන්ට කිකිළි සොයයි.,incorrect
සෙල්ලම් දරුවෝ මිදුලේ කරති.,incorrect
තම දරුවන් පියා කැඳවයි.,incorrect
දරුවන්ගේ ගී අපි අසමු.,incorrect
අම්බලමේ වැස්සට හිගන්නෝ නිඳති.,incorrect
මුවන් කැලයේ වැද්දා මරයි.,incorrect
ළමයින් කඩන මල් අපි බලමු.,incorrect
සොරුන් පොලිස් භටයා ඇල්ලුවේය.,incorrect
ගොයම් කපන්නට ගොවීහු ගියෝය.,incorrect
නටයි ළමයි ගී කියමින්.,incorrect
දෙවියන් මලින් බමුණා පුදන්නේය.,incorrect
මිතුරා එනතුරු මම බලා සිටියෙමි.,incorrect
සිටින ගස කුරුල්ලා කඩාවැටුණේය.,incorrect
ගවයින් යොදාගෙන ගොවියා සීසායි.,incorrect
කැඩූ මල් ළමයින් පරවෙයි.,incorrect
ඔන්චිලි කුඩා ළමයි පදිති.,incorrect
අඹ ලේනා ඉදුණු කයි.,incorrect
මුවෙකු ගොවියා කුඹුරේදී දුටුවේය.,incorrect
පව් මෝඩ මිනිස්සු කරති.,incorrect
හුළු කැඳ ලෙඩා බොයි.,incorrect
ගසේ ගෙඩි මිනිසා කැඩුවේය.,incorrect
නිවුණු පහන් උපාසකයා දල්වයි.,incorrect
සොරුන් දැක බල්ලා බිරුවේය.,incorrect
මුහුදට ගඟ ගලා බසීයි.,incorrect
විහිළුවක් මම කෙළෙමි.,incorrect
හොඳ වචන දරුවෝ කියති.,incorrect
මිටියෙන් ගල් මිනිසා කැඩුවේය.,incorrect
පොතක් නංගි මට දුන්නාය.,incorrect
සතුරන් හමුදාවෝ මරා දැමුහ.,incorrect
හිවලෙකු වනයේදී මම දුටුවෙමි.,incorrect
ගස් වනයේ ඇත්තු කඩති.,incorrect
මසුන් ඇළේ කොකා රැවටුවේය.,incorrect
බඩු සොරු පැහැර ගත්හ.,incorrect
මිදුලේ බල්ලා නිදයි.,incorrect
වේගයෙන් දුම්රිය ගමන් කරයි.,incorrect
වැසි අද නොවසීයි.,incorrect
භාවනා කරමින් තවුසෙක් සිටියි.,incorrect
කුඹුරෙහි ගොවීහු සිටිති.,incorrect
පාසල් හෙට ළමයා යයි.,incorrect
සොරුන් බුරමින් බල්ලා එලවයි.,incorrect
වැව් රජ රටෙහි ඇත්තේය.,incorrect
බුදුන් පන්සලේ උපාසිකාව වඳීන්නීය.,incorrect
ළිඳ වැසි නිසා පිරෙයි.,incorrect
නටමු අපි ගී කියමින්.,incorrect
සරුවට පොල් ගස වැඩෙයි.,incorrect
අහසේ රාත්‍රියට තාරකාවෝ බබළති.,incorrect
කාන්තාරයක් සහරා නම් තිබේ.,incorrect
කොඩියක් සුළඟට ලෙළ දෙයි.,incorrect
වැස්සට ගමරාළ වෙවුලන්නට විය.,incorrect
මුවෙකු හීයෙන් වැද්දා මැරුවේය.,incorrect
හයියෙන් මව හඬන්නට වූවාය.,incorrect
ගසක් පොරොවෙන් වඩුවා කපයි.,incorrect
ඔවුන් සමග අපි සටන් කළෙමු.,incorrect
ගෙදර අද පියා නොඑයි.,incorrect
නිමාඩු අපිට අද ලැබෙයි.,incorrect
සොයා වවුලෝ කෑම යති.,incorrect
නින්දෙන් උදැසනට අපි අවදිවෙමු.,incorrect
මග භටයෝ රැක සිටිති.,incorrect
රබන් කුඩා ළමයා ගසති.,incorrect
රොන් මී මැස්සෝ බොති.,incorrect
සත්තු ගොපල්ලා පාලනය කරයි.,incorrect
පුතුන් එනතුරු මව බලා සිටියාය.,incorrect
මට ලියුම ලැබුණේය.,incorrect
මල් කඩන්නට මම යමි.,incorrect
අප ඕතුමෝ නොදුටුවෝය.,incorrect
බොරු අපි නොකියමු.,incorrect
මා බලන්නට මිතුරා එයි.,incorrect
වැඩ තෝ කළෙහි.,incorrect
වැඩ තොපි කළහු.,incorrect
කොහි දාසය තෝ ගියෙහිද?,incorrect
රටින් තා මම නෙරපමි.,incorrect
අප මුදලාලි රැවටුවේය.,incorrect
සොරුන් බල්ලෝ ලුහුබැඳ ගියෝය.,incorrect
ගමට තෝ ගියෙහි.,incorrect
තණ ගොනා කයි.,incorrect
කඩමු අපි මල්.,incorrect
වනයට තනිව හෙතෙම ගියෙහි.,incorrect
කවුළුව ළඟ මම සිටියෙමි.,incorrect
මෙහි කුමක් නිසා තෝ ආවෙහි ද ?,incorrect
පුතු මව නහවයි.,incorrect
නහවති මෑණියෝ පුතු.,incorrect
නගරයට අම්මා ගියාය.,incorrect
ගී කිරිල්ලී කීවාය.,incorrect
ලියුමක් මට නංගි එව්වාය.,incorrect
මල් නෙලමින් කමලා සිටියාය.,incorrect
මල් අයියා කඩයි.,incorrect
දුවට ගවුමක් මම ගෙනාවෙමි.,incorrect
සොරුන් බුරමින් බල්ලා එලවයි.,incorrect
සුවසේ මෙහි අපි වෙසෙමු.,incorrect
මෙහි නිතරම හේ පැමිණෙයි.,incorrect
ගණන පහසුවෙන් මම සෑදුවෙමි.,incorrect
ධනවත් අය ගමෙහි සිටිති.,incorrect
මට හේ ප්‍රශංසා කළේය.,incorrect
කිරි පුතුට මව දෙයි.,incorrect
ගෙඩියක් ගසින් වැටෙයි.,incorrect
රුපියලක් මට තාත්තා දුන්නේය.,incorrect
දන් ඔවුන්ට අපි දෙමු.,incorrect
පැන් ඔවුන්ට තොපි දෙවු.,incorrect
ලියුමක් ඊයේ ඔහුට ලැබුණේය.,incorrect
විලෙන් පැන් දාසිය ගෙනෙයි.,incorrect
පෙති මල්වල වැටෙයි.,incorrect
පණිවිඩයක් ඔවුන්ගෙන් මට ලැබුණේය.,incorrect
නගරයෙන් දුම්රිය පිටත් විය.,incorrect
සුවඳ ඇයගේ පොතෙන් හමයි.,incorrect
ආහාර පැටවුන්ට කිරිල්ල දෙන්නීය.,incorrect
පරවිය ළමයින් කැඩූ මල්.,incorrect
බිමට ගස්වලින් ලේන්නු වැටෙති.,incorrect
ක්‍රියාත්මක රුපවාහිනිය ඔහු කළේය.,incorrect
දොර අවුත් මව ඇරියාය.,incorrect
දුවගෙන සාලයට ඇය ආවාය.,incorrect
සිනාසුණහ ඔවුහු කිසිවක් නොකියා.,incorrect
ආරම්භ පන්තිය ගුරුතුමිය කළා ය.,incorrect
සහාභාගී පන්තියට යහළුවෝ වූහ.,incorrect
ඇහෙන්න හැමෝටම සිසුවිය කීවාය.,incorrect
ප්‍රශ්නයක් සිසුවිය ඇසුවාය.,incorrect
ඇවිද්දාය පන්තිය වටා ගුරුතුමිය.,incorrect
සෙල්ලමක් තවත් අපි කරමු.,incorrect
ලියා කොලයක ඇය පෙන්නුවාය.,incorrect
සම්පුර්ණ වගු ඔවුහු කළෝය.,incorrect
වගුව සම්පුරණ ඔහු කළේය.,incorrect
අකුරු තවත් ඇය කීවාය.,incorrect
ලකුණු එකතුකර සියලුදෙනාම බැලුහ.,incorrect
සතුට අත්පොළසන් දී සියලුදෙනාම පළ කළහ.,incorrect
පුංචි දැරියක් සිහිනයක ජීවත් වූ සිටියාය.,incorrect
සිහිනවල ඇයගේ පවුලේ ම අය ජීවත් වූහ.,incorrect
සිතින් සිහින දැරිය මවා ගත්තාය.,incorrect
ගමේ මතකයේම ඇය ජිවත් වුවාය.,incorrect
මවා සිතින් ඇය ගත්තාය.,incorrect
කියවා පොත් අපි රස විඳිමු.,incorrect
සැරිසරමු අපි සිහින ලෝකවල.,incorrect
වාසය කළේය එක් සිටුවරයෙක්.,incorrect
විවිධ භාණ්ඩ ඔහු විකුණුවේය.,incorrect
අවවාදයක් ඔහු දුන්නේය.,incorrect
වනාන්තරයකට කණ්ඩායම පැමිණියේය.,incorrect
විශාල වෘක්ෂයක් කණ්ඩායම දුටුවේය.,incorrect
ගෙඩිවලින් ගස පිරී තිබුණේය.,incorrect
කඩාගෙන ගෙඩි කිහිපදෙනෙක් කෑවෝය.,incorrect
මෙසේ සිටුතුමාගෙන් ඔවුහු අසූහ.,incorrect
පරීක්ෂා සිටුතුමා පැමිණ කළේය.,incorrect
ප්‍රකාශ මෙසේ ඔහු කළේය.,incorrect
ඉවත දැමුහ ගෙඩි අත තිබු අය ඒවා.,incorrect
අණ නායක සිටුතුමා කළේය.,incorrect
සුවපත් ගෙඩි කෑ අය වූහ.,incorrect
උදා වුණේය පසු දිනය.,incorrect
දූවගෙන අසලට ගම්වැසියෝ ආහ.,incorrect
බෙදාගැනීමට වස්තුව ඔවුහු සැරසුණහ.,incorrect
පත් වූහ ඔවුහු විස්මයට.,incorrect
සූදානම් වෙමින් ඔවුහු ගමනට සිටියහ.,incorrect
නවාතැන් මෙතන ගැල්කරුවෝ ගත්හ.,incorrect
ගියහ ඔවුහු මිය.,incorrect
රැගෙන ගියහ ගම්මානයේ අය.,incorrect
ගල්කරුවන්ගෙන් ගම්වැසියෝ විමසූහ.,incorrect
පිළිතුරු ගැල්කරුවෝ දුන්හ.,incorrect
ඔහු හමුවට ගම්වැසියෝ ගියහ.,incorrect
නායක සිටුතුමාගෙන් ගම්වැසියෝ විමසූහ.,incorrect
පිළිතුරු නායක සිටුතුමා දුන්නේය.,incorrect
දැන ගතිමි මම එය.,incorrect
එලෙස මම සිතුවෙමි.,incorrect
ජීවිත බේරා ගැල්කරුවෝ ගත්හ.,incorrect
කැමැත්තෝය ගෙදර අනිත් අය.,incorrect
අයැද නංගී සිටියාය.,incorrect
ඇසුවේය අයියා එසේ.,incorrect
කීවේය සිනා සෙමින් සීයා.,incorrect
එසේ තාත්තා ඇසුවේය.,incorrect
කීවේය ආඩම්බරෙන් සීයා.,incorrect
කල්පනා ඇය කළාය.,incorrect
නැටූහ වයමින් රට වැසියෝ.,incorrect
පාසල වෙත සිසුහූ පැමිණිහ.,incorrect
පාඩම ගුරුතුමා කීවේය.,incorrect
එක හඩින් ළමයි කීහ.,incorrect
විමසුවේය මුල් ගුරුතුමා.,incorrect
පීනා බොහෝ සිසුහූ ගියහ.,incorrect
පොතක් ඇය ගත්තාය.,incorrect
සිනාවෙන් මැදිරිය පීරී ගියේය.,incorrect
වෙමු අපි මල් වගේ.,incorrect
ආශා ඉතා ළමයි ඇත්තෝය.,incorrect
දුවති ළමයි ඔබ මොබ.,incorrect
පාගමින් වතුර ළමයි දුවති.,incorrect
ඔඩොක්කුවල පුරවාගනිති සමහර ළමයි.,incorrect
පාවෙති බට්ටෝ ගඟේ.,incorrect
ගොඩ ගැසෙති බට්ටෝ වෙරළේ.,incorrect
නොදනිති බොහෝ ළමයි.,incorrect
ගෙදර අක්කා සහ මල්ලී වෙති.,incorrect
අසල්වැසියෝ ඔවුහු වෙති.,incorrect
යාලුවෝ සියලු දෙනා වෙති.,incorrect
තීරණය අත්තම්මා කළාය.,incorrect
ළමයින්ට අත්තම්මා කිවුවාය.,incorrect
කතා කිරීමට කවුරුත් බියවුහ.,incorrect
කන්ද ළමයි නැග්ගාහ.,incorrect
ආශීර්වාද නඩයක් කළහ.,incorrect
ප්‍රතිචාර ඔවුහු දැක්වුහ.,incorrect
හැමෝටම අත්තම්මා බෙදා දුන්නාය.,incorrect
සාධුකාර සියලුදෙනාම දුන්හ.,incorrect
නමස්කාර බෞද්ධයෝ කළෝය.,incorrect
ප්‍රර්ථනා සියලුදෙනාම කළෝය.,incorrect
පුදුම ළමයි වූහ.,incorrect
පිළිගත්හ කවුරුත් ආරාධනාව.,incorrect
පන්තියට ඉක්මනට අපි යමු.,incorrect
සෙල්ලම හෙට අපි කරමු.,incorrect
දුම්රිය ස්ථානයට උදෑසනම අපි පැමිණියෙමු.,incorrect
නවත්තන වේදිකාවට අපි ගියෙමු.,incorrect
විනෝද වූයෙමු නංගිත් මමත්.,incorrect
ලියා ගත්තාය නංගි නම්.,incorrect
ඇන්දයාය සටහන් පොතේ නංගි.,incorrect
විස්තර ආච්චි අම්මා කළාය.,incorrect
පැනයක් නංගි ඇසුවාය.,incorrect
පැවසුවාය ආච්චි අම්මා.,incorrect
වේදිකාවට දුම්රිය පැමිණියේය.,incorrect
දුම්රියට පරිස්සමෙන් අපි නැගුණෙමු.,incorrect
කතාවක් අතා කියා දුන්නේය.,incorrect
රජකම් රජෙක් අතීතයේ කළේය.,incorrect
ගැටලු වැසියන්ට රජතුමා යොමුකළේය.,incorrect
සිටුතුමා වැසියෝ හමුවූහ.,incorrect
සිටියහ ඔවුහු ඉල්ලා.,incorrect
පත් වූහ සතුටට ගම්වැසියෝ.,incorrect
ප්‍රීති වූහ ඉමහත් සේ ඔවුහු.,incorrect
වැඩපොළක් බයිසිකල් ඔවුහු ඇරඹුහ.,incorrect
වෙහෙස රයිට් සහෝදරයෝ වූහ.,incorrect
යන්ත්‍රයක් අවසානයේ ඔවුහු සෑදූහ.,incorrect
පත් නොවූහ ඔවුහු අධෛර්යයට.,incorrect
උත්සහා නැවත ඔවුහු කළහ.,incorrect
පාසල් දිගටම ඇය ආවාය.,incorrect
නිතර සොයා මාතාව බැලුවාය.,incorrect
උදව් පාර මාරුවීමට ඇය කළාය.,incorrect
යුතුකමක් එය ඇය කරගත්තාය.,incorrect
වෙහෙසවුණාය නිරන්තරයෙන් එතුමිය.,incorrect
හැරදා පාසල ඇය නොගියාය.,incorrect
මගබලා සිටියහ දරුවෝ ඇය එනතුරු.,incorrect
සිත් කාගේත් ඇය ගත්තාය.,incorrect
වී අසලටම ඇය සිටියාය.,incorrect
ආදරය ඇයට ද රියදුරෝ කළහ.,incorrect
කලබල මඳක් යෙහෙළිය වුවාය.,incorrect
විහිළු යෙහෙළිය කළාය.,incorrect
කියා තරයේ ඇය සිටියාය.,incorrect
විපරම් ඒගැන ඇය කළාය.,incorrect
නොයෙක් තැන්වලට ඇතැම් අය යති.,incorrect
එසේ කිසිවෙක් කියයි.,incorrect
බලා සිටිති පුල පුලා සමහරු.,incorrect
නම් පන්තියේ ළමයි කීවෝය.,incorrect
ළමයින්ට ගුරුතුමිය කීවාය.,incorrect
නරඹමින් ළමයි ඉදිරියට ගියහ.,incorrect
දිගු කළේය ඇගිල්ල ඔහු.,incorrect
ආසා සාවධානව ළමයි සිටියහ.,incorrect
රැස්වූහ ළමයි ගුරුතුමිය වටා.,incorrect
ඇරඹුවේය විස්තර කිරීම නිලධාරියා.,incorrect
පැහැදිලි ළමයින්ට ගුරුතුමිය කළාය.,incorrect
නතර වූහ මඳක් ළමයි.,incorrect
සටහන් කරගත්හ ළමයි තොරතුරු.,incorrect
වාඩි වූහ ඔවුහු තණබිමේ.,incorrect
පොත ඇයට ගුරුතුමිය දුන්නාය.,incorrect
ආරම්භ කියවීම ඇය කළාය.,incorrect
පැහැදිලි එය ගුරුතුමිය කළාය.,incorrect
සතුටින් ළමා පිරිස ඉපිල ගියහ.,incorrect
පරවියාගෙන් බකමුණා විමසුවේය.,incorrect
තැපැල් සේවයේ පරවියෝ නිරත වූහ.,incorrect
ප්‍රශ්න බකමුණා කළේය.,incorrect
තීරණය හමුවීමට ඔහු කළේය.,incorrect
විස්තර සාකච්චාව පිලිබදව ඔහු කළේය.,incorrect
ළඟා වුයේය ඔහු ගුහාව වෙත.,incorrect
යෝජනා ඔහු කළේය.,incorrect
ගියේය ඔහු පිටව.,incorrect
සිටියේය ඔහු පැමිණෙමින්.,incorrect
පැමිණියේය ඔහු කුටියෙන් පිටතට.,incorrect
එකඟ වූහ විද්‍යාඥයෝ.,incorrect
අත්හැර දැමුහ ඔවුහු ඒ පුරුද්ද.,incorrect
ඉගැන්නුවේය ඔහු ඇයට.,incorrect
කියා දුන්නේය ඔහු එය.,incorrect
හැඳින ගත්තේය ඔහු ඇගිලිතුඩු වලින්.,incorrect
උදව් මවට ඔහු කළේය.,incorrect
තැබුවේය පිළිවෙලට ඔහු.,incorrect
ළිඳට ඔහු ගියේය.,incorrect
පුතු අතට ඔහු දුන්නේය.,incorrect
තේරුම් ඔහු ගත්තේය.,incorrect
කියන්නට සින්දුවක් ඔහු පටන්ගත්තේය.,incorrect
පියාඹති ආහාර සොයා වවුලෝ.,incorrect
සංවේදී ඔහු වුයේය.,incorrect
සිතුවේය ඔහු මෙසේ.,incorrect
තීරණය ඔහු කළේය.,incorrect
ගුරුතුමා වෙත ඔහු ආවේය.,incorrect
සමු ශිෂ්‍යාට ඔහු දුන්නේය.,incorrect
පහසුකම් අවශ්‍ය ඇය සැලසුවාය.,incorrect
දෙස බලා මම එය උන්නෙමි.,incorrect
දුරදක්කනයෙන් මම බැලුවෙමි.,incorrect
සකස් දුරදක්නය මම කළෙමි.,incorrect
නොදුටුවෙමි මම එය.,incorrect
ගියේය ඔහු ඉවතට.,incorrect
බැලුවෙමි මම නැවත වතාවක්.,incorrect
ගියේය නැවිය ඉවත්ව.,incorrect
සිටියහ මගීහු කියා.,incorrect
කීවෙමු සියලු දෙනාම අපි.,incorrect
අතට දුරදක්නය අපි ගත්තෙමු.,incorrect
කෑගැසුවේය ප්‍රබෝධයෙන් මිනිසා.,incorrect
බැලුවාය ඇය නැවත.,incorrect
පත් වූයෙමු කනස්සල්ලට අපි.,incorrect
සාගරයේ යාත්‍රා අපි කළෙමු.,incorrect
බලා සිටියහ ඔවුහු නොඉවසිල්ලෙන්.,incorrect
මැව්වෙමු අපි සිහින.,incorrect
