Sentences,class
පියඹා යති වවුලෝ ආහාර සොයා.,incorrect
පුරුදුව සිටිති වවුලෝ ශබ්ද නැඟීමට.,incorrect
ඉගෙන ගත්තේය ඔහු බොහෝ දේ.,incorrect
දැන සිටියේය ඔහු බේකරිය බව.,incorrect
කතා කරයි කෙනෙක් බැරෑඬි හඬකින්.,incorrect
එසේ අසයි ඔහු සමහර අවස්ථාවක.,incorrect
කියා පෑවේය ඔහු තම වුවමනාව.,incorrect
උගත්තේය ඔහු එතුමා යටතේ අවුරුද්දක්.,incorrect
ගුරුතුමා වෙත ආවේය ඔහු යළිත්.,incorrect
සමු දුන්නේය එතුමා තම ශිෂ්‍යයාට.,incorrect
තිබුණේය සිටු දේවියට හිසේ කැක්කුමක්.,incorrect
දන්වා යැවුවේය කුමාරයාට හැකි බව.,incorrect
විමසා බැලුවාය දේවිය වෛද්‍යවරයා පිළිබඳ තොරතුරු.,incorrect
දන්වා යැවුවාය ඇය ආපසු යන ලෙස.,incorrect
කැඳවූවාය දේවිය ඔහුව තමන් හමුවට.,incorrect
ආරම්භ කළේය කුමාරයා බෙහෙත් කිරීම.,incorrect
සින්දේය ඔහු ගිතෙල් මිශ්‍ර කර තෙලක්.,incorrect
ඇතුළු කළේය ඔහු තෙල් නාසයෙන්.,incorrect
මෙසේ කීවාය ඇය සේවිකාව කැඳවා.,incorrect
ඇමතුවාය දේවිය ඔහුව විගස එනිසා.,incorrect
දනිමි මම සම්පත් උපයන ආකාරය.,incorrect
දනිමි මම සම්පත් වියදම් කරන ආකාරයත්.,incorrect
නොදනිමි මම විනාශ කරන ආකාරය.,incorrect
පත් වූවාය සිටු දේවිය ඉතා සතුටට.,incorrect
තෑගි පිරිනැමුවාය ඇය කුමාරයාට.,incorrect
බලා උන්නෙමි මම කුඩා සිප්පිය දෙස.,incorrect
මහත් ඕනෑකමින් නරඹයි ඔහු කුතුහලයෙන් යුතුව.,incorrect
පිළිතුරු දුන්නේය ඔහු එලෙස මට.,incorrect
නොඉවසිල්ලෙන් බලා සිටියහ මගීහු ගොඩබිම නැරඹීමට.,incorrect
එල්ල කොට බැලුවෙමි මම දුරදක්නය.,incorrect
සකස් කළෙමි මම නැවතත් දුරදක්නය.,incorrect
නොදුටුවෙමි මම තව ම ලංකාව.,incorrect
මායිම් නොකළහ කිසිවෙක් ඔහු කියූ දේ.,incorrect
ඉවතට ගියේය ඔහු මට එලෙස කියා.,incorrect
නැවත වතාවක් බැලුවෙමි මම එබැවින්.,incorrect
ඉවත්ව ගියේය ප්‍රධාන නැවියා ද.,incorrect
දැවෙමින් සිටිමු අපි සියලු දෙනා ම.,incorrect
කියා සිටියහ මගීහු දැඩි අධිෂ්ඨානයෙන් යුතුව.,incorrect
ආවෙමු අපි නෞකාවේ ඉදිරිපසට.,incorrect
අප පිටුපසින් ම ආවේය හීන්දෑරි මිනිසා.,incorrect
එකිනෙකා පිටුපසින් ආවෝය කාන්තාවෝ හිස වසාගනිමින්.,incorrect
මහා හඬින් කීවෙමු අපි සියලු දෙනාම.,incorrect
දුරදක්න අතට ගත්තෙමු අපි ඉක්මනින්.,incorrect
හාත්පස නැරඹූහ සමහරු බලාපොරොත්තු සහගත ලෙස.,incorrect
දැඩි සේ විඩාවට පත්ව සිටියහ කාන්තාවෝ.,incorrect
දුටු බවක් පැවසුවාය එක් කාන්තාවක්.,incorrect
ප්‍රබෝධයෙන් කෑගැසුවේය හීන්දෑරි මිනිසා.,incorrect
සකස් කර බැලුවාය ඇය කාචය.,incorrect
කනස්සල්ලට පත් වූයෙමු අපි ඒ පිළිබඳව.,incorrect
යාත්‍රා කළෙමු අපි මහා සාගරයේ.,incorrect
සංචාරය කර නැත්තෙමු අපි මේ දිවයිනේ.,incorrect
බලා සිටියහ ඔවුහු මහත් නොඉවසිල්ලෙන්.,incorrect
දොර ඇරියාය මව ඉක්මනින් අවුත්.,incorrect
එක වරට ම කීහ ඔවුහු.,incorrect
හතරවන ශ්‍රේණියෙහි ඉගෙන ගනියි ඔහුගේ සොහොයුරිය.,incorrect
ඔහුගේ ගෙදරට රැස් වෙති යහළුවෝ.,incorrect
හුවමාරු කර ගනිති ඔවුහු අත්දැකීම්.,incorrect
සාලයට දුවගෙන ආවාය ඇය ගවුමක් ඇඳ.,incorrect
හයියෙන් සිනාසුණහ යහළුවෝ කිසිවක් නොකියා.,incorrect
මේසය මත තැබුවාය ඇය පිඟාන.,incorrect
කීවාය ඇය පිඟාන මේසය මත තබමින්.,incorrect
සුවඳ විඳිමින් කීවේය ඔහු නාසය හකුළමින්.,incorrect
සාලයට පැමිණියේය ඔහු දුරකථනයෙන් කතා කරමින්.,incorrect
පුටුවක් ඇද වාඩි වුයේය ඔහු.,incorrect
මේසය උඩ තැබුවේය ඔහු දුරකථනය.,incorrect
විස්තර කර දුන්නේය ඔහු දුරකථනය ගැන.,incorrect
වාඩි වූහ යහළුවෝ සාලයට අවුත්.,incorrect
ළමා ගායිකාවකගේ ගී රාවය ඇසුණේය ගුවන්විදුලියෙන්.,incorrect
කතාබහට මුල පිරුවේය ඔහු විගස.,incorrect
කීවේය ඔහු යාළුවන්ට පොත පෙන්වමින්.,incorrect
හයියෙන් කෑගැසුවාය ඇය බරාඳයේ සිට.,incorrect
විස්මය පළ කළේය ඔහු හරස් කපමින්.,incorrect
විස්තර ඉල්ලා සිටියේය ඔහු මිතුරාගෙන්.,incorrect
තව කරුණු එකතු කළේය අනෙක් මිතුරා.,incorrect
රූපවාහිනිය ක්‍රියාත්මක කළේය ඔහු ඉක්මනින්.,incorrect
නෙත් යොමු කළහ සියල්ලෝම රූපවාහිනිය දෙසට.,incorrect
භාර කරමි මම මේ කාර්යය තොපට.,incorrect
දැන ගනු කැමැත්තෙමි මා කැඳවූයේ ඇයිදැයි.,incorrect
මහන්සි ගන්නෙමි මම මේ කාර්යය ඉටු කිරීමට.,incorrect
දක්නට නොවූහ ගොනුන් හෝ ගොනුන්ගේ අයිතිකාරයෝ.,incorrect
තොපට භාර කළෙමි මම එම කාර්යය.,incorrect
කීවෙමි මම ගොන්බාන් සියයකට පමණ.,incorrect
කන් සෙලවූහ ඇතැම් අය හිස පහත්කරමින්.,incorrect
තමන්ගේ මනාපය ප්‍රකාශ කළහ සමහරු.,incorrect
පැමිණෙන්නට ඇතැයි මම සිතුවෙමි සියලු දෙනා.,incorrect
සිතුවෙමි මම සියලු දෙනා පැමිණෙන්නට ඇතැයි.,incorrect
කාමරයට ගියේය තේ පානය කළ ඔහු.,incorrect
පස්වන ශ්‍රේණියේ ඉගෙන ගනිති ඔවුහු.,incorrect
රාජතුමාගේ පණිවිඩය කීවේය ඔහු හරක්බාන් සියයකට.,incorrect
බුලත් නොගනිති පැමිණිය නොහැකි අය.,incorrect
බිරිඳ අතට දුන්නේය ඔහු බුලත් ටික.,incorrect
දියණිය අමතා කීවාය ඇය.,incorrect
පිළිගත්තේය ඔහු දෑකැති ගෙන පැමිණි ගොවීන්ව.,incorrect
කොක්කනවල දමා ගත්හ ගොවියෝ තමන්ගේ බුලත්.,incorrect
ගොයම් කපන්නට පටන්ගත්හ ගොවියෝ දෑකැතෙන්.,incorrect
වෙලට පැමිණියහ ඔවුහු අලුමුසාව ගෙන.,incorrect
ගස් සෙවණේ ඉඳ ගත්හ ගොවියෝ.,incorrect
දුන්නේය ඔහු නෙළුම් කොළය බැගින්.,incorrect
කිරිබත් බෙදුවෝය ඇයත් ඇයගේ මවත්.,incorrect
විහිළු කරන අටියෙන් කීවාය ඇය.,incorrect
පැමිණියේය ඔහු බුම්මැඩිය ඔසවා ගෙන.,incorrect
උඩැක්කිය අතට ගත්තේය අනෙක් තැනැත්තා.,incorrect
ගහන්නට පටන් ගත්තේය ඔහු බුම්මැඩිය.,incorrect
නියර දිගේ ගොස් ලියද්දට බැස්සෝය ගොවියෝ.,incorrect
ගොයම් කපති ගොවියෝ වාද්‍ය තාලයට.,incorrect
ඇළ දෙසට ගමන් ගත්හ ගොවියෝ.,incorrect
බෙල්ලේ බඳිමින් කීවේය ඔහු ටයි පටිය.,incorrect
කලිසම අතට ගත්තේය ඔහු වාඩි වී.,incorrect
කුස්සියට දිව ගියාය අම්මා වහාම.,incorrect
වෑංජනයක් යොදන්නට වූවාය ඇය වාඩි වී.,incorrect
ළිප උඩ තැබුවාය මෙහෙකාරිය ඇතිලිය.,incorrect
මේසය සැරසිලි කළාය ඇය ආපසු ගොස්.,incorrect
වාඩි කරවා ගත්තේය පියා පුත්‍රයා ළඟින්.,incorrect
ජග්ගුවකට වත්කළාය ඇය පැණි ටිකක්.,incorrect
තසිමෙහි තැබුවාය ඇය පැණි ජග්ගුව.,incorrect
සුදානම් වුයේය ඔහු කිරි කෑමට.,incorrect
දෙතුන් කටකට වඩා නොකෑවේය පුත්‍රයා බතින්.,incorrect
සිනාසෙන්නට වුවාය ඇය එසේ කියමින්.,incorrect
යළිත් සිනාසෙන්නට වුවාය ඇය එසේ කියමින්.,incorrect
කුස්සියෙහි තැබුවාය ඇය මුට්ටිය ගෙන ගොස්.,incorrect
සිනාව මැඩ ගෙන කීවාය ඇය.,incorrect
කුස්සියෙහි තැබුවාය ඈ ජාඩි මුට්ටිය ගෙන.,incorrect
ආරම්භක ස්ථානයට ගියහ සියලු ක්‍රීඩිකාවෝ.,incorrect
සිතින් මිමුණුවාය ඇය දහස් වාරයක්.,incorrect
දුවගොස් අක්කා වැලඳ ගත්තාය ඇය.,incorrect
සිනාසුණාය නිවස භාර ගුරුතුමිය එසේ කියමින්.,incorrect
තීරණය කළහ ඔවුහු ඉතිහාසය සොයා බැලීමට.,incorrect
කාලය ආපස්සට ගණන් කරයි නැකත්රාළ.,incorrect
කවි තාලයට ගායනා කළහ ඔවුහු.,incorrect
සවන් දුන්නාය ඇය ගුවන්විදුලි වැඩසටහනකට.,incorrect
ස්තුති කළාය ළමයා ආච්චිට.,incorrect
මෙසේ ප්‍රකාශ කළාය ගුරුතුමිය සංගමයේදී.,incorrect
ආරම්භ කළහ ඔවුහු ජන වි ගායනා.,incorrect
ගමරාල කෙනෙක් සිටියාය එකෝමත් එක රටක.,incorrect
සතුටින් පිරි ගියේය ගමරාලගේ සිත.,incorrect
පටන් ගත්තේය ඔහු කල්පනා කරන්ට.,incorrect
කපා දැම්මේය ගමරාල ගස මුලින් ම.,incorrect
විහාරයේ වැඩ විසූ සේක උන්වහන්සේ.,incorrect
සොහොයුරෝ සතර දෙනෙක් වූහ පවුලේ.,incorrect
පැවිදි වී සිටියේය වැඩිමහල් සොහොයුරා.,incorrect
කල් ගත කළේය දරුවා සොහොයුරා සමග.,incorrect
ලංකාවට පැමිණියහ හිමියෝ ඔවුන් කැටුව.,incorrect
භාෂාවන් බොහෝ උගත්තේය ඔහු එහිදී.,incorrect
පැවිදි කළහ හිමියෝ එම දරුවා.,incorrect
එම නගරයට වැඩම කළහ හිමියෝ.,incorrect
ධර්මදේශකයෙක් වූහ හිමියෝ සාමණේර කාලයේ සිට.,incorrect
දැන සිටියෝය උන්වහන්සේ ඇසුරු කළ අය.,incorrect
සිය පෑන මෙහෙයවූ සේක උන්වහන්සේ.,incorrect
මහත් සේ මහන්සි වූ සේක උන්වහන්සේ.,incorrect
වෙහෙස මහන්සි වූහ හිමියෝ මහත් සේ.,incorrect
මෙලොවින් සමු ගත්හ නා හිමියෝ.,incorrect
කීවෙමි මම ගං ඉවුරේ ඉඳගෙන.,incorrect
සසිමින් කීවේය අයියා අත් පොරවෙන්.,incorrect
ගං ඉවුරට පැමිණ සිටියහ යාළුවෝ.,incorrect
දුව ආවේය බල්ලා ද ගං ඉවුරට.,incorrect
මගේ කනට කර කීවේය ඔහු.,incorrect
රිටට වැන්දේය අයියා දෑත් එකිනෙක අතුල්ලා.,incorrect
එසේ කළේය ඉක්බිති ව යාළුවා ද.,incorrect
පහුරට නැංගෙමි මම ද විගස.,incorrect
ඇදී යයි පහුර ගඟ පහළට.,incorrect
ගඟ මැදට ගනිති ඔවුහු රිටිවලින් පහුර.,incorrect
හොඳින් අල්ලා ගතිමි මම පහුර.,incorrect
විස්තර කියති පහුරු කාරයෝ ඒ ගැන.,incorrect
වැරයේ අල්ලා ගතිමි මම පහුර.,incorrect
අල්ලා සිටියෙමි මම ලී කඳක්.,incorrect
ගඟ පහළට ඇදී ගියේය පහුර.,incorrect
කෑවෙමි මම මුළු බත් ගෙඩියම.,incorrect
පහුර ගැට ගැසුවේය ඔහු ගහක.,incorrect
විවිධ ඉරියවුවලින් සිටිති කැලේ සත්තු.,incorrect
රැස් වූහ වනයක සත්තු සාකච්ඡා කිරීමට.,incorrect
පත් කර ගනිමු අපි කැලෑවේ රජතුමා.,incorrect
රජකමට පත් කර ගනිමු අපි සිංහයා.,incorrect
ප්‍රීතියට පත් වූහ සත්තු මහත් සේ.,incorrect
ආරක්ෂා කරන්නෙමි මම සියලු දෙනාව.,incorrect
පොරොන්දු වෙමි මම සතුන් ආරක්ෂා කිරීමට.,incorrect
යටහත් බව ප්‍රකාශ කර සිටිති සතුන්.,incorrect
මෙතකින් සමාප්ත කරමි මම සභාවේ කටයුතු.,incorrect
පිටත් වෙයි සිංහයා නරියා සමග.,incorrect
සෙමින් යති ඇමතිවරු ඔවුන් පිටුපසින්.,incorrect
මරා කති සිංහයා සහ නරියා සතුන්.,incorrect
හඟවති ඔවුහු සතුන්ට නිර්මාංශ බව.,incorrect
වඩින සේක සිංහ රාජයාණන් වහන්සේ.,incorrect
පැහැදිලි කර දුන්නේය හාවා සතුන්ට.,incorrect
නටති වනයේ සතුන් ගායනා කරමින්.,incorrect
පැමිණියහ ගුරුතුමා ද විදුහල්පතිතුමා ද සිසුන් අතරට.,incorrect
අංක ඇලවූයේය ගුරුතුමා බස් රථවල.,incorrect
උපදෙස් දුන්නේය ඔහු බස් රථයේ රියැදුරාට.,incorrect
පසු කරමින් සිටියහ ඔවුහු නගරය.,incorrect
කීවේය ගුරුතුමා බස් රථය නවත්වමින්.,incorrect
පැහැදිලි කර දුන්නේය විදුහල්පතිතුමා කරුණු.,incorrect
ආහාරය ගත්හ සියලු දෙනාම උදේ.,incorrect
සවන් පිනවූයේය ගුරුතුමා කවි ගායනා කරමින්.,incorrect
නැරඹූහ ඔවුහු ඊළඟට නිදහස් මන්දිරය.,incorrect
මතක් කර දුන්නාය ගුරුතුමිය සැමට,incorrect
නැගිටිමින් කීහ අසුන්වලින් පුවරුව කියැවූ සමහරු.,incorrect
හයියෙන් කීවේය පළමුවන කණ්ඩායමේ නායකයා.,incorrect
පේළි ගැසී සිටියහ ශිෂ්‍යයෝ ද ශිෂ්‍යාවෝ ද.,incorrect
අනුමත කළහ අනෙක් අයත් අදහස.,incorrect
උස හඬින් ඒ ගැන කීවේය ගුරුතුමා.,incorrect
ශාලාවේ රැස් වූහ ශිෂ්‍යයෝ ද ශිෂ්‍යාවෝ ද.,incorrect
හිඳ ගත්හ පසෙක ගුරුතුමියෝ ද.,incorrect
පටන් ගත්තේය රජතුමා චෛත්‍ය ප්‍රතිසංස්කරණය කිරීමට.,incorrect
එසේ කීහ ඔහුට රජ වාසලේ හැමෝම.,incorrect
පුරුදු වී සිටියේය ඔහු සංචාරය කිරීමට.,incorrect
පුරුදු වී සිටියේය ඔහු සංචාර කිරීමට.,incorrect
දකින්නට ලැබුණේය ඔහුට පහත් බිමක්.,incorrect
පෙනුණේය ඔහුට වැවක් සදා ගතහැකි බව.,incorrect
කල්පනා කළේය මොහු වැඩෙහි යෙදීමට.,incorrect
කූඩයෙන් ගෙනෙන්නේය ඔහු පස් විශාල ප්‍රමාණයක්.,incorrect
වැව් කන්ද ගොඩනැගුවේය ඔහු කඳු අතර.,incorrect
අදහස් කළේය ඔහු සොරොව්ව සෑදීමට.,incorrect
යෝධ කාන්තාවක් වූවාය ඔහුගේ භාර්යාව ද.,incorrect
ආහාර ගෙන ගියාය ඈ ස්වාමි පුරුෂයාට.,incorrect
පැවරුවේය ඔහු එම කාර්යය භාර්යාවට.,incorrect
වැඩම කළහ භික්ෂූන් වහන්සේලා දහස් ගණන්.,incorrect
සහභාගී වූහ විශාල ජන සංඛ්‍යාවක් ද.,incorrect
බැන්දෙමි මම තනිව ම වැව් පොඩ්ඩක්.,incorrect
වැව බලන්නට ගියේය රජතුමා සෙනඟ පිරිවරා.,incorrect
පුදුම වූහ පිරිස වැව දැක.,incorrect
ප්‍රශංසා කළේය රජතුමා සතුටට පත්ව ඔවුන්ට.,incorrect
ප්‍රයෝජන ගැන විස්තර ළේය රජතුමා.,incorrect
උපහාර දැක්වූවාය දේවිය භාර්යාවට මාලය දී.,incorrect
උපහාර දැක්වූයේය රජතුමා පලදනාවක් දී යෝධයාට.,incorrect
නම්බු නාමයක් පිරිනැමුවේය රජතුමා ඔහුට.,incorrect
ඉතා ඉක්මනින් ගියෙමි මම අද කාර්යාලයට.,incorrect
සේවය කරයි ඇය පාසල් ගුරුවරියක් ලෙස.,incorrect
සැලසුම් කරමු අපි හෙට උදේ ගමනක් යාමට.,incorrect
කැමතියි ඔහු සෑම දිනකම පොත් කියවීමට.,incorrect
ජීවත් වෙති එකමුතුව මේ ගමේ ජනතාව.,incorrect
කැමති වෙති සෙල්ලම් කිරීමට කුඩා දරුවෝ.,incorrect
පුද්ගලයෙකි මගේ මිතුරා ඉතා කරුණාවන්ත.,incorrect
සකස් කරයි ඇය රසවත් ආහාර.,incorrect
සාර්ථක වෙති ඔවුහු එකට වැඩ කිරීමෙන්.,incorrect
ඉතා හොඳයි කියා හැඟෙයි අද කාලගුණය.,incorrect
සංස්කෘතික වටිනාකමක් ඇත අපේ රටට.,incorrect
සත්‍යය කතා කරයි ඔහු නිතරම.,incorrect
දැඩි ආසාවක් දක්වයි ඇය සංගීතයට.,incorrect
ඉතා වැදගත්ය දරුවන්ගේ අධ්‍යාපනය.,incorrect
කියවමි මම ඉතා කැමැත්තෙන් මේ පොත.,incorrect
ගමන් කළහ ඔවුහු නගරයට බස් රථයෙන්.,incorrect
ප්‍රමාදව පැමිණියාය ඇය අද වැඩට.,incorrect
කටයුතු කරමු අපි එකිනෙකාට ගෞරවයෙන්.,incorrect
ඉගෙන ගනියි ඔහු නව තාක්ෂණය ගැන.,incorrect
ඉතා උසයි සහ විශාලය මේ ගොඩනැගිල්ල.,incorrect
කෑම පිසිනවාය මගේ අම්මා රෑට.,incorrect
පුරුදුව සිටියේය ඔහු උදෑසන ව්‍යායාම කිරීමට.,incorrect
කතාබස් කරයි ඇය මිතුරියන් සමඟ.,incorrect
හමුවෙමු අපි සතියකට වරක්.,incorrect
ආරම්භ කළහ ඔවුහු සාර්ථක ව්‍යාපාරයක්.,incorrect
සූදානම් වෙති දරුවෝ පාසලට යාමට.,incorrect
කැමැත්තෙමි මම නව කුසලතා ඉගෙන ගැනීමට.,incorrect
ඉටු කරයි ඔහු තම වගකීම් නිසි ලෙස.,incorrect
මල් පැල වවයි ඇය ගෙවත්තේ.,incorrect
චිත්‍රපටයක් බලමු අපි අද සවස.,incorrect
හොඳ විසඳුමක් ඇත මේ ගැටළුවට.,incorrect
කාලයට කරයි ඔහු සෑම කාර්යයක්ම.,incorrect
හොඳ උපදේශන ලබා දෙයි ඇය සිසුන්ට.,incorrect
ජයග්‍රහණය කළේය අපේ කණ්ඩායම තරඟය.,incorrect
ගෙය සතුටු කරයි දරුවන්ගේ සිනාව.,incorrect
නිම කළෙමි මම අද වැඩ ඉක්මනින්.,incorrect
පරිසරය ආරක්ෂා කිරීමට කැමතියි ඔහු.,incorrect
ඉදිරිපත් කරයි ඇය නව අදහස්.,incorrect
ඉලක්ක සපුරමු අපි එකට වැඩ කර.,incorrect
ආරක්ෂිතයි මේ මාර්ගය ගමන් කිරීමට.,incorrect
ඉගෙන ගනියි මගේ සහෝදරයා විශ්වවිද්‍යාලයේ.,incorrect
ඉහළින් සිටියි ඔහු කාර්ය සාධනයෙන්.,incorrect
පාඩම් කරයි ඇය සෑම දිනකම.,incorrect
සහභාගී වෙමු අපි ගමේ උත්සවයට.,incorrect
සාමකාමීව විසඳති ඔවුන් ගැටළු.,incorrect
හැසිරිය යුතුය දරුවන්ට ආදරයෙන්.,incorrect
ඉගෙන ගන්නෙමි මම නව භාෂාවක්.,incorrect
කැපව සිටියි ඔහු තම කාර්යයට.,incorrect
සම්බන්ධ වූවාය ඇය සමාජ සේවයට.,incorrect
එකට කෑම කයි අපේ පවුල.,incorrect
දැනුම වැඩි කරයි මේ පොත.,incorrect
හඳුනා ගත්තේය ඔහු නව මිතුරන්.,incorrect
සාර්ථකව සංවිධානය කළාය ඇය වැඩසටහන.,incorrect
විවේක ගත්තෙමු අපි ගමන අතරතුර.,incorrect
හොඳ ආචාරශීලීත්වය ඇත දරුවන්ට.,incorrect
ආරම්භ කළෙමි මම අද නව වැඩක්.,incorrect
දක්ෂයෙක් වූයේය ඔහු ගැටළු විසඳීමට.,incorrect
නිසි ලෙස භාවිතා කරයි ඇය කාලය.,incorrect
සැලසුම් කරමු අපි අනාගතය ගැන.,incorrect
ජීවත් වීමට සුදුසුය මේ නිවස.,incorrect
ඉතා විශ්වාසවන්ත වූවාය මගේ මිතුරිය.,incorrect
ගමන් කරයි ඔහු තම ඉලක්ක කරා.,incorrect
සියල්ලට මුහුණ දෙයි ඇය සිනාසෙමින්.,incorrect
සහයෝගයෙන් උදව් කරමු අපි එකිනෙකාට.,incorrect
ආරක්ෂිත පරිසරයක් අවශ්‍ය වේ දරුවන්ට.,incorrect
ඉක්මනින් නිදාගන්නෙමි මම අද රෑට.,incorrect
ආරම්භ කළේය ඔහු නව ව්‍යාපෘතියක්.,incorrect
මහත් උනන්දුවක් දක්වයි ඇය වැඩට.,incorrect
ස්වභාවික සෞන්දර්යය ඇත අපේ රටේ.,incorrect
සාකච්ඡාවෙන් විසඳිය හැක මේ ගැටළුව.,incorrect
මඟ පෙන්වයි මගේ ගුරුතුමා මට.,incorrect
හොඳ අදහස් ලබා දෙයි ඔහු නිතරම.,incorrect
කරුණාවෙන් සැලකයි ඇය සිසුන්ට.,incorrect
සැලසුම් කළෙමු අපි සතියේ වැඩ.,incorrect
අපේ වගකීමයි දරුවන්ගේ අනාගතය.,incorrect
සාර්ථකව නිම කළෙමි මම මේ කාර්යය.,incorrect
විශාල ආදරයක් දක්වයි ඔහු පවුලට.,incorrect
නව අත්දැකීම් සොයයි ඇය ජීවිතයට.,incorrect
ජයග්‍රහණය සැමරුවෙමු අපි එකට.,incorrect
ඉතා ප්‍රයෝජනවත්ය මේ පද්ධතිය.,incorrect
සේවය කරයි මගේ සහෝදරිය ගුරුවරියක් ලෙස.,incorrect
වගකීම් භාර ගනියි ඔහු කාර්යාලයේ.,incorrect
පුවත් කියවයි ඇය දිනපතාම.,incorrect
සූදානම් වුණෙමු අපි ගමනට පෙර.,incorrect
ඉටු විය යුතුය දරුවන්ගේ සිහින.,incorrect
භාවිතා කරමි මම නව තාක්ෂණය.,incorrect
ඉවසීමෙන් මුහුණ දෙයි ඔහු ගැටළුවලට.,incorrect
දක්ෂ වේ ඇය කලා කටයුතුවලට.,incorrect
එකමුතුව කටයුතු කරයි අපේ කණ්ඩායම.,incorrect
ඉදිරියට යයි මේ ව්‍යාපෘතිය සාර්ථකව.,incorrect
මට ශක්තියක් වේ මගේ පවුල.,incorrect
ප්‍රමුඛත්වය දෙයි ඔහු නිතරම අධ්‍යාපනයට.,incorrect
සමාන කරයි ඇය වැඩ සහ විවේකය.,incorrect
කැමතිමු අපි සමාජයට යහපත කිරීමට.,incorrect
මාර්ගෝපදේශනය අවශ්‍ය වේ දරුවන්ට හොඳ.,incorrect
ලැබුවෙමි මම අද නව අත්දැකීමක්.,incorrect
ධෛර්යයෙන් මුහුණ දෙයි ඔහු ජීවිතයට.,incorrect
අගය කරයි ඇය කාලය.,incorrect
සාර්ථක වේ නියතවම අපේ උත්සාහය.,incorrect
විශේෂ මතකයක් වේ මේ දවස අපට.,incorrect
ඉක්මනින් අවදි වුණෙමි මම අද උදෑසන.,incorrect
සහභාගී වූවාය ඇය කාර්යාලයේ වැදගත් රැස්වීමකට.,incorrect
සාර්ථකව ආරම්භ කළෙමු අපි නව ව්‍යාපෘතියක්.,incorrect
අවධානයෙන් සිදු කරයි ඔහු සෑම කාර්යයක්ම.,incorrect
සාමකාමී පරිසරයක් ඇත මේ ගම.,incorrect
අවස්ථා ඇත දරුවන්ට නිදහසේ ඉගෙන ගැනීමට.,incorrect
නිතරම සහය දක්වති මගේ මිතුරෝ මට.,incorrect
භාර ගත්තාය ඇය රැකියාවේ වැඩි වගකීම්.,incorrect
ගෞරවයෙන් පිළිගනිති ඔවුහු එකිනෙකාගේ අදහස්.,incorrect
සාර්ථකව නිම විය අද දින වැඩ කටයුතු.,incorrect
නව විසඳුම් සොයා ගනියි අපේ කණ්ඩායම.,incorrect
උත්සාහ කරයි ඔහු නව කුසලතා ලබා ගැනීමට.,incorrect
නිසි ලෙස කළමනාකරණය කරයි ඇය දිනපතා කාලය.,incorrect
කටයුතු කරමු අපි අනාගත ඉලක්ක සපුරා ගැනීමට.,incorrect
මුළු ගෙයම සතුටු කරයි දරුවන්ගේ සිනා.,incorrect
සම්පූර්ණ අවධානයෙන් කළෙමි මම මේ කාර්යය.,incorrect
සහභාගී වෙයි ඔහු නිතරම කණ්ඩායම් වැඩ වලට.,incorrect
සාර්ථකව ක්‍රියාත්මක කරයි ඇය නව අදහස්.,incorrect
හොඳ ප්‍රතිඵල ලබා ගත්තෙමු අපි එකට වැඩ කර.,incorrect
ඉතා සුදුසුය මේ පරිසරය වැඩ කිරීමට.,incorrect
සිසුන්ට හොඳ මඟ පෙන්වයි මගේ ගුරුතුමිය.,incorrect
ඉතා සැලකිල්ලෙන් ඉටු කරයි ඔහු තම වගකීම්.,incorrect
දක්ෂය ඇය රසවත් කෑම වර්ග සකස් කිරීමට.,incorrect
කාලය ගත කළෙමු අපි අද සවස පවුල සමඟ.,incorrect
අධ්‍යාපන පදනමක් අවශ්‍යය දරුවන්ට හොඳ.,incorrect
සූදානම් වෙමි මම නව අභියෝගයකට මුහුණ දීමට.,incorrect
කාලය ගත්තේය ඔහු තම කාර්යය නිම කිරීමට.,incorrect
සමාජයේ යහපත සඳහා වැඩ කරයි ඇය.,incorrect
විශ්වාසයෙන් කටයුතු කළෙමු අපි එකිනෙකාට.,incorrect
නව අත්දැකීම් ලබා දෙයි මේ ව්‍යාපෘතිය අපට.,incorrect
දිනපතා පාඩම් කරයි මගේ සහෝදරිය.,incorrect
නිසි සැලසුම් යොදයි ඔහු ගැටළු විසඳීමට.,incorrect
ක්‍රමවත් ලෙස කරයි ඇය කාර්යාල කටයුතු.,incorrect
සූදානම් කළෙමු අපි ගමනට පෙර සියල්ල.,incorrect
ආරක්ෂිත හා සුවපහසු පරිසරයක් ඇත දරුවන්ට.,incorrect
දැනුමක් ලබා ගත්තෙමි මම මේ පොතෙන්.,incorrect
උදව් කරයි ඔහු කණ්ඩායමේ සාමාජිකයන්ට.,incorrect
උනන්දුවක් දක්වයි ඇය තාක්ෂණය ඉගෙන ගැනීමට.,incorrect
නව පද්ධතියක් භාවිතා කරයි අපේ කාර්යාලය.,incorrect
සාර්ථකව ක්‍රියාත්මක විය මේ වැඩසටහන.,incorrect
හොඳ උපදෙස් ලබා දුන්නේය මගේ මිතුරා මට.,incorrect
කැපව සිටියි ඔහු තම ඉලක්ක සපුරා ගැනීමට.,incorrect
ඉවසීමෙන් කරයි ඇය සෑම කාර්යයක්ම.,incorrect
විසඳා ගත්තෙමු අපි ගැටළු සාකච්ඡා මගින්.,incorrect
වැඩ කරමු අපි දරුවන්ගේ අනාගතය වෙනුවෙන්.,incorrect
